OBJECTID,PULAU,PEJABAT,ID_PROV,PROVINSI,ID_KAB,KABUPATEN,JENIS_IZIN,BADAN_USAHA,NAMA_PERUSAHAAN,KODE_WIUP,SK_IUP,TANGGAL_BERLAKU,TANGGAL_BERAKHIR,KEGIATAN,LUAS_SK,KOMODITAS,KODE_GOLONGAN,KODE_JNSKOM,CNC,GENERASI,KODE_WIL,LOKASI,GEOMETRY,STATUS_IUP
179313,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,IUP,PT,PT KARYA PUTERA BANGKA BELITUNG,2119066112019001,188.4/506/ESDM/DPMTSP/2019                                                                          ,2019-12-31,2029-12-31,OPERASI PRODUKSI,153.5,PASIR KUARSA,6,11,CNC,,,"DESA : SIMPANG PESAK, KECAMATAN : SIMPANG PESAK, KABUPATEN : BELITUNG TIMUR, PROVINSI : KEPULAUAN BANGKA BELITUNG","POLYGON ((107.933027778 -3.0947722220000173, 107.933027778 -3.098555556000008, 107.93186111099999 -3.098555556000008, 107.93186111099999 -3.10677777799998, 107.93938888899999 -3.10677777799998, 107.93938888899999 -3.1102500000000077, 107.94383333299999 -3.1102500000000077, 107.94383333299999 -3.1074166669999954, 107.94156944399998 -3.1074166669999954, 107.94156944399998 -3.105555556000013, 107.94059722200001 -3.105555556000013, 107.94059722200001 -3.1036527780000256, 107.94136111099999 -3.1036527780000256, 107.94136111099999 -3.101611111000011, 107.94305555599999 -3.101611111000011, 107.94305555599999 -3.0998055559999784, 107.941166667 -3.0998055559999784, 107.941166667 -3.0947722220000173, 107.933027778 -3.0947722220000173))",AKTIF
179852,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,IUP,PT,PT BELITUNG SAND MINING,2119066112017001,188.4/181/ESDM/DPMPTSP/2017                                                                         ,2017-12-08,2027-12-08,OPERASI PRODUKSI,186.0,PASIR KUARSA,6,11,CNC,,,DESA LIMBONGAN,"POLYGON ((108.15416666700003 -3.1352777779999883, 108.15416666700003 -3.1494166670000254, 108.15555555600002 -3.1494166670000254, 108.15555555600002 -3.1478888890000007, 108.15858333300002 -3.1478888890000007, 108.15858333300002 -3.1465277780000065, 108.16161111100001 -3.1465277780000065, 108.16161111100001 -3.1451111110000056, 108.164333333 -3.1451111110000056, 108.164333333 -3.144083333000026, 108.16655555599999 -3.144083333000026, 108.16655555599999 -3.1431666670000027, 108.16847222199999 -3.1431666670000027, 108.16847222199999 -3.1383333329999914, 108.16772222200001 -3.1383333329999914, 108.16772222200001 -3.1352777779999883, 108.15416666700003 -3.1352777779999883))",AKTIF
179893,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,03,BANGKA SELATAN,WIUP,PT,PT SAMIARTHA SUKSES ABADI,1119036112021001,,,,PENCADANGAN,18.12,PASIR KUARSA,6,11,,,,DUSUN GUSUNG DESA RIAS KECAMATAN TOBOALI,"POLYGON ((106.355722222 -2.9679166669999972, 106.355722222 -2.9689444439999875, 106.36141666700001 -2.9689444439999875, 106.36141666700001 -2.968611110999973, 106.36647222200003 -2.968611110999973, 106.36647222200003 -2.968250000000012, 106.37077777799999 -2.968250000000012, 106.37077777799999 -2.9674722220000262, 106.373055556 -2.9674722220000262, 106.373055556 -2.967194443999972, 106.366333333 -2.967194443999972, 106.366333333 -2.9679166669999972, 106.355722222 -2.9679166669999972))",AKTIF
179907,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,IUP,SDR,WAHYU EPAN YUDHISTIRA,2119065382018001,26012300656540001                                                                                   ,2023-01-05,2028-01-05,OPERASI PRODUKSI,5.0,PASIR URUG,5,38,CNC,,,DESA SELINSING KECAMATAN MANGGAR,"POLYGON ((108.22869444399998 -2.9562500000000114, 108.22869444399998 -2.9571388890000208, 108.226555556 -2.9571388890000208, 108.226555556 -2.9578611109999997, 108.22911111100001 -2.9578611109999997, 108.22911111100001 -2.957694444000026, 108.22944444400002 -2.957694444000026, 108.22944444400002 -2.957416667000018, 108.23005555600002 -2.957416667000018, 108.23005555600002 -2.956916666999973, 108.231027778 -2.956916666999973, 108.231027778 -2.9562500000000114, 108.22869444399998 -2.9562500000000114))",AKTIF
180803,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,04,KABUPATEN BANGKA TENGAH,IUP,PT,PT PSR MUTIARA ABADI,1119046112021001,16112100417670006                                                                                   ,2024-07-15,2029-07-15,OPERASI PRODUKSI,10.03,PASIR KUARSA,6,11,CNC,,,"PERAIRAN LAUT KAYU BESI, KECAMATAN PANGKALAN BARU","POLYGON ((106.24721111100001 -2.218050000000005, 106.24721111100001 -2.221330555999998, 106.249694444 -2.221330555999998, 106.249694444 -2.218050000000005, 106.24721111100001 -2.218050000000005))",AKTIF
181006,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,01,BANGKA,WIUP,PT,PT BANGKA SAMUDRA PRATAMA,1119016112022001,,,,PENCADANGAN,98.0,PASIR KUARSA,6,11,,,,"LAUT PENYUSUK, KECAMATAN BELINYU, KABUPATEN BANGKA,  PROVINSI KEPUALAUAN BANGKA BELITUNG","POLYGON ((105.66001499999999 -1.482712778000007, 105.66001499999999 -1.4885649999999941, 105.67356999999998 -1.4885649999999941, 105.67356999999998 -1.482712778000007, 105.66001499999999 -1.482712778000007))",AKTIF
181008,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,04,KABUPATEN BANGKA TENGAH,IUP,CV,CV SARANA SUKA PRIMA,1119046112022001,91201001912820005,2024-02-06,2044-02-06,OPERASI PRODUKSI,19.1,PASIR KUARSA,6,11,CNC,,,DESA LUBUK PABRIK KECAMATAN LUBUK BESAR,"POLYGON ((106.64670000000001 -2.5807233329999804, 106.646358889 -2.5807233329999804, 106.646358889 -2.587108611000019, 106.64875749999999 -2.587108611000019, 106.64875749999999 -2.5853630560000056, 106.649577222 -2.5853630560000056, 106.649577222 -2.5841399999999908, 106.65036888899999 -2.5841399999999908, 106.65036888899999 -2.5840758329999858, 106.650298889 -2.5840758329999858, 106.650298889 -2.5840108329999794, 106.65017194400002 -2.5840108329999794, 106.65017194400002 -2.583896944000003, 106.65004388900002 -2.583896944000003, 106.65004388900002 -2.583778888999973, 106.64991500000002 -2.583778888999973, 106.64991500000002 -2.5836619440000277, 106.64978805599998 -2.5836619440000277, 106.64978805599998 -2.5835444439999833, 106.64965694400001 -2.5835444439999833, 106.64965694400001 -2.583424999999977, 106.64953000000003 -2.583424999999977, 106.64953000000003 -2.5833108329999845, 106.64940388899998 -2.5833108329999845, 106.64940388899998 -2.5831930560000274, 106.64927194400002 -2.5831930560000274, 106.64927194400002 -2.583075000000008, 106.64914388900002 -2.583075000000008, 106.64914388900002 -2.5829577779999795, 106.64901583300002 -2.5829577779999795, 106.64901583300002 -2.5828369440000074, 106.64888583300001 -2.5828369440000074, 106.64888583300001 -2.5827219440000135, 106.648755833 -2.5827219440000135, 106.648755833 -2.582600833000015, 106.648626944 -2.582600833000015, 106.648626944 -2.5824838890000024, 106.64850000000001 -2.5824838890000024, 106.64850000000001 -2.5823688890000085, 106.64837 -2.5823688890000085, 106.64837 -2.5822499999999877, 106.64824083299999 -2.5822499999999877, 106.64824083299999 -2.5821300000000065, 106.648111944 -2.5821300000000065, 106.648111944 -2.582011943999987, 106.647985833 -2.582011943999987, 106.647985833 -2.5818969439999933, 106.64785888900002 -2.5818969439999933, 106.64785888900002 -2.5817838890000075, 106.647728158 -2.581781783999986, 106.64772777799999 -2.581661944000018, 106.64760083300001 -2.581661944000018, 106.64760083300001 -2.581543055999987, 106.647470833 -2.581543055999987, 106.647470833 -2.581426943999986, 106.64734583299997 -2.581426943999986, 106.64734583299997 -2.581312777999983, 106.64721694399998 -2.581312777999983, 106.64721694399998 -2.5811949999999797, 106.64708694400002 -2.5811949999999797, 106.64708694400002 -2.581075833, 106.64695805600002 -2.581075833, 106.64695805600002 -2.5809600000000046, 106.646828889 -2.5809600000000046, 106.646828889 -2.5808408330000248, 106.64670000000001 -2.5808408330000248, 106.64670000000001 -2.5807233329999804))",AKTIF
181013,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,03,KABUPATEN BANGKA SELATAN,IUP,PT,PT MUTIARA LAUTAN BANGKA,1119036112022002,545/1/IUP/PMDN/2022                                                                                 ,2022-03-22,2029-03-22,EKSPLORASI,98.0,PASIR KUARSA,6,11,CNC,,,KEC. TUKAK SADAI KABUPATENBANGKA SELATAN PROV. KEPULAUAN BANGKA BELITUNG,"POLYGON ((106.69600500000001 -3.1095619440000064, 106.69600500000001 -3.115414166999983, 106.70956000000001 -3.115414166999983, 106.70956000000001 -3.1095619440000064, 106.69600500000001 -3.1095619440000064))",AKTIF
181046,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,WIUP,PT,PT TIGA BANGUN BERSAMA,1119066112022007,,,,PENCADANGAN,96.1,PASIR KUARSA,6,11,,,,"LILANGAN, KEC. GANTUNG","POLYGON ((108.06005555600001 -3.112666666999985, 108.06005555600001 -3.1180555560000016, 108.0745 -3.1180555560000016, 108.0745 -3.112666666999985, 108.06005555600001 -3.112666666999985))",AKTIF
181060,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,IUP,PT,PT TIMAH INVESTASI MINERAL,2119066112019002,188.4/407/ESDM/DPMPTSP/2019                                                                         ,2019-05-23,2029-05-23,OPERASI PRODUKSI,198.4,PASIR KUARSA,6,11,CNC,,,"DESA SUKAMANDI, KECAMATAN DAMAR","POLYGON ((108.25133333299999 -2.799972222000008, 108.247472222 -2.799972222000008, 108.247472222 -2.8091944440000134, 108.248611111 -2.8091944440000134, 108.248611111 -2.811333332999993, 108.250277778 -2.811333332999993, 108.250277778 -2.8082222219999835, 108.25347222200003 -2.8082222219999835, 108.25347222200003 -2.8111111110000024, 108.25427777800002 -2.8111111110000024, 108.25427777800002 -2.8146111109999765, 108.256416667 -2.8146111109999765, 108.256416667 -2.8159166670000104, 108.25963888899997 -2.8159166670000104, 108.25963888899997 -2.817555556000002, 108.26041666700002 -2.817555556000002, 108.26041666700002 -2.8216111109999815, 108.26627777800002 -2.8216111109999815, 108.26627777800002 -2.816611110999986, 108.26530555599999 -2.816611110999986, 108.26530555599999 -2.814583332999973, 108.26636111099998 -2.814583332999973, 108.26636111099998 -2.809611110999981, 108.25827777799998 -2.809611110999981, 108.25827777799998 -2.8060277779999865, 108.25633333299999 -2.8060277779999865, 108.25633333299999 -2.8072500000000105, 108.25133333299999 -2.8072500000000105, 108.25133333299999 -2.799972222000008))",AKTIF
181151,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,02,KABUPATEN BELITUNG,IUP,PT,PT MUALIM PUTRA PRATAMA,2119024332020001,188.4/080/ESDM/DPMPTSP/2020                                                                         ,2020-09-16,2026-12-11,OPERASI PRODUKSI,15.62,ZIRKON,4,33,CNC,,,"DESA SIJUK, KECAMATAN SIJUK, KABUPATEN BELITUNG, PROVINSI KEPULAUAN BANGKA BELITUNG","POLYGON ((107.79205555599998 -2.565194443999985, 107.79205555599998 -2.56894444400001, 107.79338888900003 -2.56894444400001, 107.79338888900003 -2.5612222220000262, 107.79280555600002 -2.5612222220000262, 107.79280555600002 -2.560416667000027, 107.79230555599997 -2.560416667000027, 107.79230555599997 -2.5597777780000115, 107.79172222199998 -2.5597777780000115, 107.79172222199998 -2.565194443999985, 107.79205555599998 -2.565194443999985))",AKTIF
181152,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,01,KABUPATEN BANGKA,IUP,PT,PT PUTRAPRIMA MINERAL MANDIRI,2119014332018001,188.4 / 263 / ESDM / DPMPTSP /2018,2018-05-11,2028-05-11,OPERASI PRODUKSI,112.5,ZIRKON,4,33,CNC,,,"DUSUN BANTAM, KELURAHAN BUKIT KETOK, KECAMATAN BELINYU, KABUPATEN BANGKA, PROVINSI BANGKA BELITUNG","POLYGON ((105.79905555599998 -1.5408861110000203, 105.79853333300002 -1.5408861110000203, 105.79853333300002 -1.5423000000000116, 105.79735 -1.5423000000000116, 105.79735 -1.545705555999973, 105.79675833300001 -1.545705555999973, 105.79675833300001 -1.547830556000008, 105.79652777799998 -1.547830556000008, 105.79652777799998 -1.5538138890000255, 105.79723333300001 -1.5538138890000255, 105.79723333300001 -1.5549777780000227, 105.79815555599998 -1.5549777780000227, 105.79815555599998 -1.5565305559999842, 105.79879166699999 -1.5565305559999842, 105.79879166699999 -1.5573777779999887, 105.79911944399998 -1.5573777779999887, 105.79911944399998 -1.5580833330000132, 105.799430556 -1.5580833330000132, 105.799430556 -1.559291667000025, 105.79899999999998 -1.559291667000025, 105.79899999999998 -1.5597999999999956, 105.79872222199998 -1.5597999999999956, 105.79872222199998 -1.5599861110000006, 105.79645833299998 -1.5599861110000006, 105.79645833299998 -1.5604027780000251, 105.79535833300002 -1.5604027780000251, 105.79535833300002 -1.560974999999985, 105.79419444400003 -1.560974999999985, 105.79419444400003 -1.5631250000000136, 105.79388888900002 -1.5631250000000136, 105.79388888900002 -1.5676388890000226, 105.79227777800003 -1.5676388890000226, 105.79227777800003 -1.5722499999999968, 105.794625 -1.5722499999999968, 105.794625 -1.5624305559999812, 105.79626388899999 -1.5624305559999812, 105.79626388899999 -1.5612083330000246, 105.80090277800002 -1.5612083330000246, 105.80090277800002 -1.5549500000000194, 105.803277778 -1.5549500000000194, 105.803277778 -1.548249999999996, 105.79905555599998 -1.548249999999996, 105.79905555599998 -1.5408861110000203))",AKTIF
181153,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,01,KABUPATEN BANGKA,IUP,PT,PT TIMAH INVESTASI MINERAL,2119016112018001,188.4/267/ESDM/DPMPTSP/2018                                                                         ,2018-05-18,2028-05-18,OPERASI PRODUKSI,157.2,PASIR KUARSA,6,11,CNC,,,"KELURAHAN MAPUR, KECAMATAN RIAU SILIP","POLYGON ((106.004366667 -1.671211110999991, 106.004366667 -1.6747361110000156, 106.003905556 -1.6747361110000156, 106.003905556 -1.6757138890000078, 106.002988889 -1.6757138890000078, 106.002988889 -1.676336111000012, 106.00240555599999 -1.676336111000012, 106.00240555599999 -1.6767527779999796, 106.00131666700003 -1.6767527779999796, 106.00131666700003 -1.6771416670000008, 106.00059722200001 -1.6771416670000008, 106.00059722200001 -1.677569444000028, 105.99905555599997 -1.677569444000028, 105.99905555599997 -1.678297222000026, 105.997219444 -1.678297222000026, 105.997219444 -1.678647221999995, 105.988594444 -1.678647221999995, 105.988594444 -1.6831861109999977, 105.990763889 -1.6831861109999977, 105.990763889 -1.684069443999988, 105.99179166699997 -1.684069443999988, 105.99179166699997 -1.6858055559999912, 105.992975 -1.6858055559999912, 105.992975 -1.6842972219999979, 105.99539166699998 -1.6842972219999979, 105.99539166699998 -1.6859694440000226, 105.995966667 -1.6859694440000226, 105.995966667 -1.6856416670000272, 105.996388889 -1.6856416670000272, 105.996388889 -1.685316666999995, 105.996811111 -1.685316666999995, 105.996811111 -1.685088888999985, 105.99710555600001 -1.685088888999985, 105.99710555600001 -1.684827777999999, 105.997447222 -1.684827777999999, 105.997447222 -1.6845194439999887, 105.99784444400001 -1.6845194439999887, 105.99784444400001 -1.6842027779999853, 105.998255556 -1.6842027779999853, 105.998255556 -1.6837861110000176, 105.99878611100002 -1.6837861110000176, 105.99878611100002 -1.6834333329999822, 105.999244444 -1.6834333329999822, 105.999244444 -1.683172221999996, 105.99958611099999 -1.683172221999996, 105.99958611099999 -1.6829083330000003, 105.99991111100002 -1.6829083330000003, 105.99991111100002 -1.6827083329999937, 106.00018055599998 -1.6827083329999937, 106.00018055599998 -1.682591666999997, 106.00033333300001 -1.682591666999997, 106.00033333300001 -1.6824750000000108, 106.000477778 -1.6824750000000108, 106.000477778 -1.6823666669999966, 106.00063055599998 -1.6823666669999966, 106.00063055599998 -1.6822194439999976, 106.00080000000003 -1.6822194439999976, 106.00080000000003 -1.682094443999972, 106.00096944400002 -1.682094443999972, 106.00096944400002 -1.6819861110000147, 106.00111388900001 -1.6819861110000147, 106.00111388900001 -1.6818583329999797, 106.00126666699998 -1.6818583329999797, 106.00126666699998 -1.681722222000019, 106.00144722200002 -1.681722222000019, 106.00144722200002 -1.6816055560000223, 106.0016 -1.6816055560000223, 106.0016 -1.6813055559999839, 106.00197777800003 -1.6813055559999839, 106.00197777800003 -1.681024999999977, 106.002355556 -1.681024999999977, 106.002355556 -1.680727778000005, 106.00273055600002 -1.680727778000005, 106.00273055600002 -1.6805722220000234, 106.00293055600002 -1.6805722220000234, 106.00293055600002 -1.680347222000023, 106.00322499999999 -1.680347222000023, 106.00322499999999 -1.6800666670000055, 106.00357777800002 -1.6800666670000055, 106.00357777800002 -1.6798027780000098, 106.00392777799999 -1.6798027780000098, 106.00392777799999 -1.6796777779999843, 106.004088889 -1.6796777779999843, 106.004088889 -1.679486111000017, 106.00433055600001 -1.679486111000017, 106.00433055600001 -1.67928888900002, 106.004591667 -1.67928888900002, 106.004591667 -1.6789361109999845, 106.005041667 -1.6789361109999845, 106.005041667 -1.6786444439999855, 106.00541944399998 -1.6786444439999855, 106.00541944399998 -1.6783638890000248, 106.00577777799998 -1.6783638890000248, 106.00577777799998 -1.6781027779999818, 106.00611944399998 -1.6781027779999818, 106.00611944399998 -1.6779472220000002, 106.00631666700002 -1.6779472220000002, 106.00631666700002 -1.6777222219999999, 106.006613889 -1.6777222219999999, 106.006613889 -1.6775138890000107, 106.00687499999998 -1.6775138890000107, 106.00687499999998 -1.677197222000018, 106.007288889 -1.677197222000018, 106.007288889 -1.6768805560000146, 106.00769166700002 -1.6768805560000146, 106.00769166700002 -1.6768444439999826, 106.00773611099999 -1.6768444439999826, 106.00773611099999 -1.6768083329999968, 106.00779166699999 -1.6768083329999968, 106.00779166699999 -1.676761111000019, 106.007844444 -1.676761111000019, 106.007844444 -1.6767249999999763, 106.0079 -1.6767249999999763, 106.0079 -1.6766722219999792, 106.00796111099999 -1.6766722219999792, 106.00796111099999 -1.676627778000011, 106.00802499999998 -1.676627778000011, 106.00802499999998 -1.6765722220000043, 106.00808611100001 -1.6765722220000043, 106.00808611100001 -1.6765361110000185, 106.00814166700002 -1.6765361110000185, 106.00814166700002 -1.676499999999976, 106.00818611099999 -1.676499999999976, 106.00818611099999 -1.6763833329999898, 106.00833888900002 -1.6763833329999898, 106.00833888900002 -1.6761999999999944, 106.008572222 -1.6761999999999944, 106.008572222 -1.6760111109999798, 106.008825 -1.6760111109999798, 106.008825 -1.6758111109999732, 106.009075 -1.6758111109999732, 106.009075 -1.6754416669999728, 106.00954166700001 -1.6754416669999728, 106.00954166700001 -1.6751055560000054, 106.00999166700001 -1.6751055560000054, 106.00999166700001 -1.6747527780000269, 106.01044166700001 -1.6747527780000269, 106.01044166700001 -1.6743638890000057, 106.01094444400002 -1.6743638890000057, 106.01094444400002 -1.6739305560000162, 106.01150277800002 -1.6739305560000162, 106.01150277800002 -1.6736027779999745, 106.01192500000002 -1.6736027779999745, 106.01192500000002 -1.6729611110000064, 106.012741667 -1.6729611110000064, 106.012741667 -1.6722194440000067, 106.01370277799998 -1.6722194440000067, 106.01370277799998 -1.6717027779999967, 106.01436666699999 -1.6717027779999967, 106.01436666699999 -1.671211110999991, 106.004366667 -1.671211110999991))",AKTIF
